P_pv,P_wind,SOC,P_load,Grid_available,P_dg,f_sys,V_sys,time_of_day,P_battery,Grid_export,Load_shedding
0,6.32638852819618,0.757728928955682,98.9678875836706,1,0,49.8931795740999,405.859489469274,23,-92.6414990554744,0,0
27.6558581382272,26.6862545953493,0.828355649935614,45.7524503547389,0,0,50.2420798173279,398.518374176432,8,8.58966237883761,0,0
49.4268462740068,9.25699514987907,0.603145211864857,99.3132932667032,0,40.6294518428173,50.4643600728143,393.295440258074,14,0,0,0
0,67.130999140951,0.582459124510461,31.1919826560061,0,0,49.8707177098758,399.07245603757,5,35.9390164849449,0,0
2.01962770389349,94.4915448571485,0.71092607989671,116.684969757815,1,0,49.5036315118907,408.640265987768,18,-20.1737971967735,0,0
0,65.6308816159899,0.476941708545988,41.694427162043,0,0,49.5899137512048,390.326021502158,6,23.9364544539469,0,0
49.2525408753126,41.6360101765498,0.692956380928319,75.213352306898,1,0,49.6134858884111,383.069958458357,12,15.6751987449644,15.6751987449644,0
24.508445501489,24.1606360052552,0.843836683850833,116.594246738815,1,0,49.5086393358182,394.433008122357,16,-67.9251652320708,0,0
0,35.0991432832415,0.781729065971028,111.624049681061,1,0,49.7008892881905,406.716346498222,21,-76.52490639782,0,0
0,69.9740414476989,0.730885499424891,87.1993926341881,1,0,50.4241914433155,395.399500939664,23,-17.2253511864892,0,0
44.4313822385484,48.8717014809074,0.716389145048618,93.7382157729016,0,0.435132053445685,49.7060471297074,408.386365022379,13,0,0,0
0,82.0372499255613,0.659955608138148,59.7194648281607,0,0,49.9981948666868,396.235611657556,3,22.3177850974005,0,0
0,32.9963318321199,0.686660521954276,53.9143955902463,1,0,49.9785150954081,405.959427367157,3,-20.9180637581264,0,0
2.07503119714245,9.40674616885745,0.526797140832994,38.5695623745416,1,0,50.4954463581817,394.579705949104,6,-27.0877850085417,0,0
0,83.1761747601365,0.669265133839425,110.305359192585,0,27.1291844324489,50.4232883080793,394.798956653387,20,0,0,0
8.88204094492217,42.6677551738374,0.344241385248894,43.5875884992715,1,0,49.8979201753504,396.057877111305,6,7.96220761948805,7.96220761948805,0
0,25.6949691340334,0.425567141663438,114.730760873206,1,0,49.9306195871339,390.557589055453,19,-89.0357917391722,0,0
0,60.5892642557118,0.487786058418742,38.5368258690735,1,0,49.6150427211401,404.838979848481,5,22.0524383866384,22.0524383866384,0
0,57.7125304829104,0.827389086135802,98.4124779506087,1,0,50.4228876294951,400.936879207664,22,-40.6999474676983,0,0
34.7105041594942,96.1446714134265,0.421841885203652,48.5865545827604,0,0,50.1166634858624,406.211349705482,8,82.2686209901604,0,0
0,6.33784441506314,0.453630359506164,37.5188205833183,0,31.1809761682552,49.8246688373627,400.129557921741,4,0,0,0
0,71.9434069219439,0.799074274912601,42.6039288470429,1,0,50.0560124273711,413.75791427526,6,29.3394780749011,29.3394780749011,0
50.3071475813643,90.2009465824431,0.564557552704183,103.905604419664,1,0,49.7317174442292,404.139450722551,14,36.6024897441432,36.6024897441432,0
40.5276876725357,19.5184184542984,0.86955980285415,66.9194657830784,0,6.87335965624429,49.6607676423817,388.890246231414,11,0,0,0
22.6801148319966,89.7667932373422,0.654127984295438,40.3861020941758,0,0,49.5723918122522,401.135932007847,8,72.060805975163,0,0
0,82.1605771707393,0.626907500184553,122.144495444211,0,39.9839182734716,50.4424506328871,400.605132927705,19,0,0,0
48.8959562706822,66.5945381323852,0.702897691433436,90.9780626221975,1,0,50.1288625868942,405.337470956239,14,24.51243178087,24.51243178087,0
58.0803250377395,65.6676024099073,0.503938388818573,87.0896112243152,0,0,49.8747451397188,388.416113726279,13,36.6583162233316,0,0
0,53.554177982516,0.890256559686444,103.461584699692,1,0,50.2740538362222,402.583775925015,22,-49.9074067171757,0,0
7.48549166305674,14.8039406542768,0.543937723015442,38.0934417344865,1,0,49.5679062233784,400.037769726434,6,-15.804009417153,0,0
7.8175017557457,61.5372649538667,0.87396280952428,121.070613562781,0,51.7158468531689,50.4376174053207,409.534648696965,18,0,0,0
3.48302258875809,37.3914880657112,0.776562018017807,125.487961688648,0,84.6134510341783,50.3988574630571,410.350222469485,18,-1.4210854715202e-14,0,0
32.8128159638584,43.8732996175382,0.869053214918738,52.7032849986821,1,0,49.9749018649622,391.976199491332,9,23.9828305827144,23.9828305827144,0
52.8358106052869,59.9164947022138,0.599943149323266,91.684446073686,1,0,49.5868227522825,406.788688191692,13,21.0678592338147,21.0678592338147,0
0,87.7968834495135,0.366514403030159,68.4765730328088,0,0,50.2260453120783,409.609300385179,1,19.3203104167047,0,0
0,11.5913419416761,0.636335873337778,77.5212753220428,1,0,49.5620031492288,389.15870424123,1,-65.9299333803667,0,0
47.2074194947302,98.5739540883822,0.684078502194876,87.1619234206134,0,0,49.6239074312602,408.750127479939,12,58.619450162499,0,0
7.47924290560389,85.7254469293949,0.692453795803945,113.793327986277,0,20.5886381512778,49.6560372212128,414.93452791682,18,0,0,0
0,44.1606147265157,0.779131850455655,96.718505838599,0,52.5578911120833,49.9487995242167,392.776053574888,22,0,0,0
0,83.1619780151143,0.79167432065954,52.6875963145792,0,0,49.6046929912342,400.803719752151,3,30.4743817005351,0,0
44.4895371439609,29.2644842379715,0.406062232574395,90.5306642847407,0,16.7766429028083,50.3250556273906,417.628617181261,13,0,0,0
51.0962790318855,51.0935901808601,0.641964218865434,82.1812193631015,1,0,50.3738963193828,406.422325169371,11,20.0086498496441,20.0086498496441,0
0,75.123716604151,0.363431720546029,83.5255581224484,1,0,50.1843460989683,408.614053627435,0,-8.4018415182974,0,1
18.7168256865796,38.0326632265418,0.785521556515073,41.2541850608469,0,0,50.2921551392792,392.670175557529,8,15.4953038522745,0,0
0,26.6266942314067,0.491051351948572,43.4970015896709,0,16.8703073582642,49.6750145613943,394.074090429891,3,0,0,0
0,26.260392121776,0.750835425978475,123.847693108708,0,97.5873009869318,50.0603067287319,412.780896262178,19,0,0,0
19.487124239017,58.2624380387433,0.858060183460772,42.4788128738068,1,0,49.6534428894909,405.464225525482,7,35.2707494039535,35.2707494039535,0
52.6056994950912,44.312053108434,0.889050454633487,84.7600594376815,1,0,50.17276140541,419.431312617897,12,12.1576931658436,12.1576931658436,0
0,44.6478632441557,0.333989293082119,48.3521240291275,1,0,50.4960872906786,403.438199585267,3,-3.70426078497174,0,1
41.5684662426526,97.8698027425513,0.806142112450169,96.4715697199001,1,0,49.5225376075038,400.658175876586,14,42.9666992653038,42.9666992653038,0
0,79.136094554561,0.708251595356652,44.2986671910494,0,0,49.8217959676413,413.410689487694,6,34.8374273635116,0,0
35.3027777655016,21.1472445653468,0.603479933087422,105.730213266995,0,49.2801909361464,49.9464362399465,381.426390562315,15,0,0,0
35.9191088367415,94.8570817980897,0.477228822170498,115.11611575893,0,0,50.1626764398851,392.731072635866,16,15.6600748759011,0,0
14.479704937751,5.85511461756274,0.479318942506686,115.62512241044,0,95.2903028551261,50.3448301462511,390.361683118211,17,0,0,0
38.1794739020591,2.39480487550577,0.856468185834411,67.4667595353094,1,0,49.7798769487259,411.350971189111,10,-26.8924807577446,0,0
0,20.8484420420066,0.883917280158328,60.6734383120412,0,39.8249962700347,50.1049340803723,402.457436539999,2,0,0,0
0,29.4285371021574,0.887805133703907,37.8359585079956,0,8.40742140583819,49.8172077286181,415.268289472901,5,0,0,0
0,36.6028343025171,0.689814620907409,109.022356320409,1,0,49.654854494843,395.15939758081,21,-72.4195220178916,0,0
0,85.006418311479,0.392661054881605,45.9976200920504,0,0,50.3101763166018,395.884938966847,3,39.0087982194286,0,0
0,94.1759228807027,0.415866995284543,121.977004252561,1,0,49.7246429245329,397.914498756367,19,-27.8010813718585,0,0
51.1407537986277,6.37994243281149,0.862993003164745,84.3787954791682,0,26.8580992477289,49.59920873484,399.108488761043,12,0,0,0
0,40.9576227270505,0.450483078714332,92.4732675613087,1,0,50.308514313721,419.658547202373,23,-51.5156448342582,0,0
0,94.7448788352265,0.43277168121908,67.6444404627639,1,0,49.521286559568,419.022737241553,1,27.1004383724627,27.1004383724627,0
43.6519083223652,22.2860614992551,0.78823835675555,70.8731613703322,0,4.93519154871188,50.2381133404645,391.304278902057,10,0,0,0
0,4.75658698086285,0.564845432769284,61.1712723755701,0,56.4146853947073,49.9484397804037,409.230979609587,2,0,0,0
0,0.722300874743897,0.758006679378469,86.1116611096033,1,0,50.2661034870445,398.400896892798,23,-85.3893602348595,0,0
0,21.9968027004846,0.390161210785239,74.929373505257,0,52.9325708047724,50.34207277911,414.801961444972,0,0,0,0
0,67.3440894019482,0.355143219135077,122.928714390183,1,0,50.1624014134231,401.983294184973,18,-55.5846249882343,0,1
0,13.1854989652384,0.40587105809068,120.084926552574,0,106.899427587336,50.0816681348831,390.512540081224,19,0,0,0
0,70.4347394731617,0.425684581543276,104.404866843214,1,0,50.0935489636299,414.462947191605,20,-33.9701273700521,0,0
0,38.4885483429272,0.618383227209482,60.8736514089188,0,22.3851030659916,49.8242130734034,383.859300984846,2,0,0,0
26.7864066563674,36.2163503410741,0.453819097128438,58.4058498040714,1,0,49.727375990354,391.684227143122,9,4.5969071933701,4.5969071933701,0
5.01168083185369,96.2599013218848,0.88645359661989,46.4394546486009,0,0,49.8503113293989,412.570136973732,6,54.8321275051376,0,0
0,8.75689210675951,0.324706953060381,129.234277488169,0,120.47738538141,49.8554413711032,399.645184484827,19,0,0,0
41.8976900220894,25.5660876251761,0.771556061096272,64.8678945366459,0,0,49.6007879653792,390.314755601611,10,2.59588311061964,0,0
0,41.2617762743869,0.729884461321832,109.232753035015,0,67.9709767606281,49.8915375001928,406.247438698187,21,0,0,0
0,70.3928253296993,0.743571230233363,48.305302436989,1,0,49.6244540945667,403.412635679274,4,22.0875228927102,22.0875228927102,0
0,74.797848497825,0.549730986831575,50.5976861461627,0,0,50.3645326474609,397.683306534973,6,24.2001623516623,0,0
0,3.74367222841506,0.61023015051239,56.4108219033021,0,52.667149674887,49.5025956716856,401.656499466589,3,0,0,0
0,78.1343841536334,0.559322815536213,48.6141689411346,0,0,49.6720069518349,385.427779176865,3,29.5202152124989,0,0
0,31.6967910740484,0.407533439129851,105.328838564911,0,73.6320474908622,49.792637137302,377.256616104234,20,0,0,0
48.1146169975276,41.4421711994423,0.635205723200044,87.8974465517609,0,0,49.9852990830272,375.228771958104,13,1.65934164520898,0,0
47.4435038076276,8.79032229549459,0.475282142530804,95.5655557841423,0,39.3317296810201,49.5572544223879,391.045707433502,13,0,0,0
0,34.9375779722459,0.454687808645889,40.6500568571497,0,5.71247888490382,49.6332513915716,402.880049577327,3,0,0,0
0,12.942356100625,0.660450601149126,106.700018819898,1,0,50.0095869389943,393.445671470222,20,-93.7576627192732,0,0
40.7289086381416,30.4327202838602,0.714415628275914,95.8681455931479,1,0,49.8083106845233,409.448305249792,14,-24.706516671146,0,0
26.6657285798077,94.6217354716618,0.586384807421012,48.5562929217397,0,0,50.1857408254459,406.279431857548,8,72.7311711297298,0,0
53.4725972818949,77.0128099543164,0.36916022823778,85.3033566290951,1,0,49.5896261714465,394.214231538454,12,45.1820506071162,45.1820506071162,0
34.0031844745372,82.130728753809,0.684036395734927,56.7757983382112,1,0,50.1114913524893,415.06028889749,9,59.3581148901351,59.3581148901351,0
0,11.478253101169,0.582930390018549,71.5401835800062,0,60.0619304788372,50.29982274101,413.922006944611,1,0,0,0
0,20.3310651903552,0.899983663076221,33.6865077423249,0,13.3554425519697,49.9683182577409,383.253650372196,5,0,0,0
0,59.2598263314838,0.506642244093323,68.9707657723247,0,9.71093944084083,50.3115499121154,394.777964487313,2,0,0,0
0,1.06912757564572,0.437999086932265,50.4820881234466,1,0,49.7231125843503,389.629964066453,4,-49.4129605478009,0,0
0,27.181317658423,0.342683396801464,46.2693677984395,1,0,50.2227605475035,405.896882231356,5,-19.0880501400165,0,1
42.3558133609046,66.0901376287224,0.317994637967244,63.0655724842826,0,0,49.8611524751623,404.915589172006,10,45.3803785053444,0,0
0,20.0749943817415,0.398030614706221,72.9612326980468,1,0,50.0270948977404,396.856952771798,1,-52.8862383163053,0,1
0,68.57224493742,0.433292548276406,110.284821031306,1,0,50.091995270141,422.661547117642,21,-41.7125760938863,0,0
0,10.7285913105537,0.524479502031087,105.184695841303,0,94.4561045307493,49.7793066943252,392.800381951136,22,0,0,0
47.4818782253812,44.6994972411219,0.834213497558877,68.1591815268324,1,0,50.4442469616298,391.670045551719,11,24.0221939396707,24.0221939396707,0
46.057590491942,12.7039953137372,0.394653235672438,73.6283655023528,0,14.8667796966736,49.9209362222453,398.106956875475,11,0,0,0
29.3360400973244,51.9774582833318,0.643691622329599,53.68338280059,0,0,49.7253121259636,386.529244426013,8,27.6301155800662,0,0
0,25.6774164943503,0.669502207190593,101.191203228697,0,75.5137867343469,49.7152989004586,386.437808961734,21,0,0,0
31.3456167432564,15.9930772426874,0.539688214291712,43.1310396606971,0,0,49.8674857093778,402.81967582339,8,4.20765432524665,0,0
0,42.1714971604656,0.386296940097803,57.8430815206094,0,15.6715843601439,50.2442629712284,409.022672184327,2,0,0,0
0,55.8692031556859,0.818764725675552,114.04240050323,0,58.1731973475443,50.4522844727456,397.914856792446,18,0,0,0
36.8297997608725,30.0660109775817,0.738722945564507,49.6988502538481,0,0,50.0264517499938,405.019313195009,9,17.1969604846061,0,0
0,73.5579040615798,0.727841907220088,39.9214365341169,1,0,49.7153997460459,387.569547635937,5,33.6364675274629,33.6364675274629,0
34.1915140193338,34.0174651164455,0.451520662116993,51.4772462143173,1,0,49.8418906412388,401.657633646759,9,16.731732921462,16.731732921462,0
0,4.46923134250257,0.869791189378763,60.8293502438866,1,0,49.7826931043368,396.59104721303,2,-56.360118901384,0,0
0,40.8185331322768,0.711332251942098,65.0225884117906,1,0,49.5082584841097,396.246631066073,3,-24.2040552795138,0,0
0,32.218135106595,0.426140989590778,107.247887848205,1,0,49.8956054365064,401.158410185675,22,-75.0297527416098,0,0
0,35.8314252710203,0.41570265775853,100.171394857507,0,64.3399695864864,50.4133446706298,401.835694228426,22,-1.4210854715202e-14,0,0
53.6499050101669,5.42195484063197,0.690864962273319,88.6320230116142,0,29.5601631608153,49.6849901981909,386.348924686261,13,0,0,0
0,74.8507645380094,0.377265952260331,74.2726637918103,0,0,50.0253534885689,420.795211953658,1,0.578100746199098,0,0
0,7.97376003902225,0.364609149340729,34.0776779616813,0,26.1039179226591,49.8428731888925,400.960395892138,5,0,0,0
21.1035064731278,29.2543038806435,0.842767231366806,40.0104508009997,1,0,49.7314435589346,410.454488127657,8,10.3473595527717,10.3473595527717,0
0,41.6568365953175,0.458936424260401,115.396539433166,0,73.7397028378481,50.2297162893696,412.621005045598,19,0,0,0
0,69.978170374644,0.346171808097422,82.4116420343369,1,0,49.8727500053896,385.326785090831,0,-12.4334716596929,0,1
0,22.9094331408131,0.482227762013272,70.2683250457484,0,47.3588919049353,50.4357543979993,407.471733851797,1,0,0,0
0,79.898259841103,0.700228740363143,46.1779108090163,1,0,50.3120497078648,389.040148539571,4,33.7203490320867,33.7203490320867,0
31.1330856121995,76.0793310432206,0.678513262451624,105.80458878247,1,0,49.5096933454416,400.105329242981,15,1.40782787294982,1.40782787294982,0
14.644911000915,34.0752818464625,0.348085266392224,114.704497139404,1,0,50.3556640596958,383.716052651955,17,-65.9843042920267,0,1
37.9303023443569,23.103188813534,0.520416625518104,102.426413080552,1,0,50.0516709326744,402.996115371158,15,-41.3929219226606,0,0
42.6000747654546,70.8781564452448,0.852687258745709,53.4127497280544,0,0,49.5806952927832,387.539390881863,10,60.065481482645,0,0
47.1600614080582,40.6446867114582,0.789550907558305,96.3433937125689,1,0,50.2198929602752,391.704874821211,13,-8.53864559305249,0,0
6.89487250231467,94.4984859094328,0.455362789108454,48.1905477361712,1,0,50.1136422974816,411.911968772371,7,53.2028106755763,53.2028106755763,0
14.4926471017381,65.3687708208046,0.536735053993103,123.920864489786,0,44.0594465672431,50.4365015405343,382.22770224015,17,0,0,0
0,10.3404133903165,0.70713838131304,41.9132684272228,0,31.5728550369062,50.2005351088989,411.911560022889,4,0,0,0
28.7457154130262,78.0797945837446,0.30300574496329,116.663233502155,0,9.83772350538375,49.5610849943274,404.702651692841,16,0,0,0
0,69.7468553352135,0.565187808418319,40.4339449149685,1,0,49.5075457969379,397.838416065011,4,29.3129104202449,29.3129104202449,0
27.8824277804813,10.7779572991269,0.356937490770145,44.123167062518,0,5.46278198290982,49.6629236573051,415.264739477444,8,0,0,0
36.2808167637875,20.6342177554503,0.61312359515616,105.724787997065,0,48.8097534778268,50.1556411675515,396.019199582168,15,1.4210854715202e-14,0,0
2.86439757099174,93.3477857460689,0.535891863181801,118.976622094342,0,22.7644387772818,50.4239708529058,414.938194357333,18,0,0,0
0,20.4706106921857,0.892561179008807,62.9090531938191,1,0,49.8744087328521,388.530814758769,1,-42.4384425016334,0,0
0,4.05270759714692,0.694576445747446,98.1278502296049,0,94.075142632458,50.3906493893656,397.126706400817,22,0,0,0
7.94915255285776,54.2399480295083,0.646414283339858,119.67047762311,0,57.4813770407441,50.4680954471187,403.890558547631,18,0,0,0
48.9121475673052,0.438232940015704,0.757790336587252,65.4577743208116,0,16.1073938134907,49.7339117886991,406.474773468839,11,0,0,0
46.4933535957128,57.5896721218803,0.779287856347731,67.3104156599088,0,0,50.1562903179651,398.172407330818,10,36.7726100576843,0,0
47.1913954334834,44.6139134782109,0.845371829127471,51.9710335691523,1,0,50.1055470005215,410.775627586889,10,39.8342753425419,39.8342753425419,0
19.5757400922035,84.6511795375835,0.485414015655129,32.4689993981053,1,0,50.271981616729,397.027206154698,7,71.7579202316818,71.7579202316818,0
49.2217820078371,59.3416697165125,0.40015856603018,87.8698029091738,1,0,49.9354289148807,385.677386831796,12,20.6936488151758,20.6936488151758,0
53.14237580125,5.32935267759859,0.813208784594715,82.3604222910522,0,23.8886938122036,49.625546081741,399.209438760462,12,0,0,0
0,68.7591968911578,0.466766380977624,115.239431656559,1,0,49.5199141579716,405.553225942006,19,-46.4802347654009,0,0
0,12.8639296226372,0.417225922495309,118.837527833532,1,0,49.6987838077048,422.923232065841,19,-105.973598210895,0,0
34.8441026397541,94.1518085447809,0.549363951786368,109.546709613409,0,0,49.7944595060634,403.378251496297,15,19.4492015711258,0,0
38.3769957275386,3.89806969372233,0.360182551872996,53.7001093213219,0,11.425043900061,50.2109219846696,425.398495212096,9,0,0,0
0,70.545329082248,0.306138010195942,119.952328012172,1,0,50.021397051841,402.260543050388,19,-49.4069989299243,0,1
57.9163687085514,76.5832842176048,0.325403915722415,80.2777560295846,1,0,49.994884417014,399.075429912657,12,54.2218968965716,54.2218968965716,0
34.4190403675894,70.1148714707709,0.64435417792337,47.4939924085399,1,0,50.4153694925391,389.86875661861,8,57.0399194298204,57.0399194298204,0
0,39.4765471955522,0.456320730423337,95.2223802975006,1,0,50.1205228306031,388.455169732448,22,-55.7458331019485,0,0
0,89.3526153040889,0.610158719680232,104.558079467607,0,15.205464163518,50.140141952039,401.319475632016,21,0,0,0
50.6043916685254,46.9748417743848,0.665775459386723,91.8229060660471,1,0,50.0858460695671,396.160723882652,13,5.75632737686313,5.75632737686313,0
45.3156637199003,61.5589956917701,0.406490216606653,101.488112217398,0,0,50.4641738397207,410.257851180994,14,5.38654719427275,0,0
50.2262018813918,13.0737968935072,0.341139204384859,100.267278492489,1,0,50.1028984229847,413.760839212127,14,-36.9672797175897,0,1
0,83.5250059222145,0.869994561109857,54.0695230812643,1,0,50.2756154395024,399.36746599497,4,29.4554828409502,29.4554828409502,0
20.9121057664285,44.6772367400221,0.707794943569094,46.5799429015409,0,0,49.8044254803425,395.736737720045,7,19.0093996049098,0,0
44.1212777449808,92.1643779926369,0.737973497650304,74.3304571654726,0,0,50.3459567302229,387.288259963037,11,61.9551985721452,0,0
0,77.0401942618963,0.64111171881431,45.3489225283554,1,0,49.5224001357964,399.3309053106,5,31.6912717335409,31.6912717335409,0
0,21.5094242883565,0.59696033553568,108.588483081361,1,0,50.3578468316039,386.023242926304,20,-87.0790587930044,0,0
0,14.1294916272686,0.531893846779458,51.8294515086511,0,37.6999598813826,50.3620869668143,406.648018114174,4,0,0,0
0,11.2979750140157,0.344598130625774,37.4467885524844,0,26.1488135384687,49.9827441453953,402.33711643241,5,0,0,0
0,22.4713121306033,0.519628256160912,46.5034885359116,0,24.0321764053083,50.2025301887522,386.805204128999,4,0,0,0
0,22.1904804698821,0.758748606324611,40.9557573258493,1,0,50.2762139112971,383.734676329249,5,-18.7652768559673,0,0
46.0297010476839,22.1951600057152,0.41066260068832,52.6593804000839,1,0,49.5673959085343,404.670319279295,10,15.5654806533152,15.5654806533152,0
22.2097110675278,44.7052278206967,0.611425770493966,36.0305863342731,1,0,49.6802806875191,388.065093141224,7,30.8843525539514,30.8843525539514,0
